Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Hombres;CANTABRIA;55-59;21.741
Hombres;CANTABRIA;60-64;20.925
Hombres;CANTABRIA;65-69;17.231
Hombres;CANTABRIA;70-74;14.717
Hombres;CANTABRIA;75-79;10.174
Hombres;CANTABRIA;80-84;6.809
Hombres;CANTABRIA;85-89;5.137
Hombres;CANTABRIA;90-94;2.024
Hombres;CANTABRIA;95-99;394
Hombres;CANTABRIA;100 y más;46
Hombres;CASTILLA Y LEÓN;Total;1.172.214
Hombres;CASTILLA Y LEÓN;0-4;38.770
Hombres;CASTILLA Y LEÓN;5-9;48.909
Hombres;CASTILLA Y LEÓN;10-14;54.016
Hombres;CASTILLA Y LEÓN;15-19;52.884
Hombres;CASTILLA Y LEÓN;20-24;53.453
Hombres;CASTILLA Y LEÓN;25-29;55.051
Hombres;CASTILLA Y LEÓN;30-34;59.860
Hombres;CASTILLA Y LEÓN;35-39;72.052
Hombres;CASTILLA Y LEÓN;40-44;89.425
Hombres;CASTILLA Y LEÓN;45-49;93.364
Hombres;CASTILLA Y LEÓN;50-54;94.745
Hombres;CASTILLA Y LEÓN;55-59;96.148
Hombres;CASTILLA Y LEÓN;60-64;90.390
Hombres;CASTILLA Y LEÓN;65-69;74.318
Hombres;CASTILLA Y LEÓN;70-74;64.196
Hombres;CASTILLA Y LEÓN;75-79;52.151
Hombres;CASTILLA Y LEÓN;80-84;37.018
Hombres;CASTILLA Y LEÓN;85-89;29.255
Hombres;CASTILLA Y LEÓN;90-94;12.822
Hombres;CASTILLA Y LEÓN;95-99;2.998
Hombres;CASTILLA Y LEÓN;100 y más;389
Hombres;Ávila;Total;79.325
Hombres;Ávila;0-4;2.472
Hombres;Ávila;5-9;3.373
Hombres;Ávila;10-14;3.743
Hombres;Ávila;15-19;3.588
Hombres;Ávila;20-24;3.637
Hombres;Ávila;25-29;3.811
Hombres;Ávila;30-34;4.009
Hombres;Ávila;35-39;4.544
Hombres;Ávila;40-44;5.723
Hombres;Ávila;45-49;6.086
Hombres;Ávila;50-54;6.241
Hombres;Ávila;55-59;6.693
Hombres;Ávila;60-64;6.313
Hombres;Ávila;65-69;5.127
Hombres;Ávila;70-74;4.338
Hombres;Ávila;75-79;3.512
Hombres;Ávila;80-84;2.683
Hombres;Ávila;85-89;2.154
Hombres;Ávila;90-94;994
Hombres;Ávila;95-99;250
Hombres;Ávila;100 y más;34
Hombres;Burgos;Total;177.864
Hombres;Burgos;0-4;6.362
Hombres;Burgos;5-9;7.974
Hombres;Burgos;10-14;8.665
Hombres;Burgos;15-19;8.248
Hombres;Burgos;20-24;8.360
Hombres;Burgos;25-29;8.362
Hombres;Burgos;30-34;9.363
Hombres;Burgos;35-39;11.022
Hombres;Burgos;40-44;13.889
Hombres;Burgos;45-49;14.483
Hombres;Burgos;50-54;14.333
Hombres;Burgos;55-59;14.139
Hombres;Burgos;60-64;13.569
Hombres;Burgos;65-69;11.192
Hombres;Burgos;70-74;9.524
Hombres;Burgos;75-79;7.433
Hombres;Burgos;80-84;4.979
Hombres;Burgos;85-89;3.784
Hombres;Burgos;90-94;1.761
Hombres;Burgos;95-99;386
Hombres;Burgos;100 y más;36
Hombres;León;Total;219.392
Hombres;León;0-4;6.535
Hombres;León;5-9;8.321
Hombres;León;10-14;9.076
Hombres;León;15-19;9.183
Hombres;León;20-24;9.416
Hombres;León;25-29;9.907
Hombres;León;30-34;11.034
Hombres;León;35-39;13.809
Hombres;León;40-44;16.395
Hombres;León;45-49;17.155
Hombres;León;50-54;17.674
Hombres;León;55-59;18.642
Hombres;León;60-64;18.129
Hombres;León;65-69;14.698
Hombres;León;70-74;12.346
Hombres;León;75-79;9.941
Hombres;León;80-84;7.432
Hombres;León;85-89;6.333
Hombres;León;90-94;2.645
Hombres;León;95-99;621
Hombres;León;100 y más;100
Hombres;Palencia;Total;78.816
Hombres;Palencia;0-4;2.616
Hombres;Palencia;5-9;3.201
Hombres;Palencia;10-14;3.274
Hombres;Palencia;15-19;3.333
Hombres;Palencia;20-24;3.458
Hombres;Palencia;25-29;3.680
Hombres;Palencia;30-34;4.109
Hombres;Palencia;35-39;4.912
Hombres;Palencia;40-44;5.816
Hombres;Palencia;45-49;5.898
Hombres;Palencia;50-54;6.442
Hombres;Palencia;55-59;6.748
Hombres;Palencia;60-64;6.673
Hombres;Palencia;65-69;5.667
Hombres;Palencia;70-74;4.508
Hombres;Palencia;75-79;3.419
Hombres;Palencia;80-84;2.254
Hombres;Palencia;85-89;1.822
Hombres;Palencia;90-94;792
Hombres;Palencia;95-99;178
Hombres;Palencia;100 y más;16
Hombres;Salamanca;Total;158.681
Hombres;Salamanca;0-4;5.097
Hombres;Salamanca;5-9;6.293
Hombres;Salamanca;10-14;7.263
Hombres;Salamanca;15-19;7.260
Hombres;Salamanca;20-24;7.501
Hombres;Salamanca;25-29;7.690
Hombres;Salamanca;30-34;8.223
Hombres;Salamanca;35-39;9.548
Hombres;Salamanca;40-44;11.254
Hombres;Salamanca;45-49;11.962
Hombres;Salamanca;50-54;12.675
Hombres;Salamanca;55-59;13.203
Hombres;Salamanca;60-64;12.150
Hombres;Salamanca;65-69;9.798
Hombres;Salamanca;70-74;8.569
Hombres;Salamanca;75-79;7.507
Hombres;Salamanca;80-84;5.599
Hombres;Salamanca;85-89;4.513
Hombres;Salamanca;90-94;2.006
Hombres;Salamanca;95-99;507
Hombres;Salamanca;100 y más;63
Hombres;Segovia;Total;76.965
Hombres;Segovia;0-4;2.729
Hombres;Segovia;5-9;3.465
Hombres;Segovia;10-14;3.812
Hombres;Segovia;15-19;3.820
Hombres;Segovia;20-24;3.905
Hombres;Segovia;25-29;4.031
Hombres;Segovia;30-34;4.126
Hombres;Segovia;35-39;4.846
Hombres;Segovia;40-44;5.749
Hombres;Segovia;45-49;6.243
Hombres;Segovia;50-54;6.386
Hombres;Segovia;55-59;6.438
Hombres;Segovia;60-64;5.738
Hombres;Segovia;65-69;4.397
Hombres;Segovia;70-74;3.605
Hombres;Segovia;75-79;2.815
Hombres;Segovia;80-84;2.109
Hombres;Segovia;85-89;1.760
Hombres;Segovia;90-94;791
Hombres;Segovia;95-99;178
Hombres;Segovia;100 y más;22
Hombres;Soria;Total;44.860
Hombres;Soria;0-4;1.578
Hombres;Soria;5-9;1.834
Hombres;Soria;10-14;2.041
Hombres;Soria;15-19;2.074
Hombres;Soria;20-24;2.213
Hombres;Soria;25-29;2.200
Hombres;Soria;30-34;2.359
Hombres;Soria;35-39;2.686
Hombres;Soria;40-44;3.256
Hombres;Soria;45-49;3.393
Hombres;Soria;50-54;3.678
Hombres;Soria;55-59;3.767
Hombres;Soria;60-64;3.434
Hombres;Soria;65-69;2.579
Hombres;Soria;70-74;2.311
Hombres;Soria;75-79;1.949
Hombres;Soria;80-84;1.407
Hombres;Soria;85-89;1.274
Hombres;Soria;90-94;646
Hombres;Soria;95-99;155
Hombres;Soria;100 y más;26
Hombres;Valladolid;Total;252.757
Hombres;Valladolid;0-4;9.128
Hombres;Valladolid;5-9;11.708
Hombres;Valladolid;10-14;13.081
Hombres;Valladolid;15-19;12.232
Hombres;Valladolid;20-24;11.433
Hombres;Valladolid;25-29;11.707
Hombres;Valladolid;30-34;12.539
Hombres;Valladolid;35-39;15.844
Hombres;Valladolid;40-44;21.418
Hombres;Valladolid;45-49;22.197
Hombres;Valladolid;50-54;20.853
Hombres;Valladolid;55-59;19.245
Hombres;Valladolid;60-64;17.510
Hombres;Valladolid;65-69;14.942
Hombres;Valladolid;70-74;13.829
Hombres;Valladolid;75-79;10.970
Hombres;Valladolid;80-84;7.117
Hombres;Valladolid;85-89;4.663
Hombres;Valladolid;90-94;1.889
Hombres;Valladolid;95-99;412
Hombres;Valladolid;100 y más;40
Hombres;Zamora;Total;83.554
Hombres;Zamora;0-4;2.253
Hombres;Zamora;5-9;2.740
Hombres;Zamora;10-14;3.061
Hombres;Zamora;15-19;3.146
Hombres;Zamora;20-24;3.530
Hombres;Zamora;25-29;3.663
Hombres;Zamora;30-34;4.098
Hombres;Zamora;35-39;4.841
Hombres;Zamora;40-44;5.925
Hombres;Zamora;45-49;5.947
Hombres;Zamora;50-54;6.463
Hombres;Zamora;55-59;7.273
Hombres;Zamora;60-64;6.874
Hombres;Zamora;65-69;5.918
Hombres;Zamora;70-74;5.166
Hombres;Zamora;75-79;4.605
Hombres;Zamora;80-84;3.438
Hombres;Zamora;85-89;2.952
Hombres;Zamora;90-94;1.298
Hombres;Zamora;95-99;311
Hombres;Zamora;100 y más;52
Hombres;CASTILLA - LA MANCHA;Total;1.025.231
Hombres;CASTILLA - LA MANCHA;0-4;42.689
Hombres;CASTILLA - LA MANCHA;5-9;52.679
Hombres;CASTILLA - LA MANCHA;10-14;58.479
Hombres;CASTILLA - LA MANCHA;15-19;55.573
Hombres;CASTILLA - LA MANCHA;20-24;55.814
Hombres;CASTILLA - LA MANCHA;25-29;57.571
Hombres;CASTILLA - LA MANCHA;30-34;61.647
Hombres;CASTILLA - LA MANCHA;35-39;71.573
Hombres;CASTILLA - LA MANCHA;40-44;86.578
Hombres;CASTILLA - LA MANCHA;45-49;84.623
Hombres;CASTILLA - LA MANCHA;50-54;81.407
Hombres;CASTILLA - LA MANCHA;55-59;76.917
Hombres;CASTILLA - LA MANCHA;60-64;65.645
Hombres;CASTILLA - LA MANCHA;65-69;48.810
Hombres;CASTILLA - LA MANCHA;70-74;41.283
Hombres;CASTILLA - LA MANCHA;75-79;31.715
Hombres;CASTILLA - LA MANCHA;80-84;24.235
Hombres;CASTILLA - LA MANCHA;85-89;18.394
Hombres;CASTILLA - LA MANCHA;90-94;7.831
Hombres;CASTILLA - LA MANCHA;95-99;1.583
Hombres;CASTILLA - LA MANCHA;100 y más;185
Hombres;Albacete;Total;192.905
Hombres;Albacete;0-4;7.709
Hombres;Albacete;5-9;9.575
Hombres;Albacete;10-14;10.415
Hombres;Albacete;15-19;10.289
Hombres;Albacete;20-24;10.898
Hombres;Albacete;25-29;11.325
Hombres;Albacete;30-34;11.795
Hombres;Albacete;35-39;13.103
Hombres;Albacete;40-44;15.607
Hombres;Albacete;45-49;15.693
Hombres;Albacete;50-54;15.464
Hombres;Albacete;55-59;14.994
Hombres;Albacete;60-64;12.594
Hombres;Albacete;65-69;9.128
Hombres;Albacete;70-74;7.858
Hombres;Albacete;75-79;6.221
Hombres;Albacete;80-84;5.000
Hombres;Albacete;85-89;3.487
Hombres;Albacete;90-94;1.424
Hombres;Albacete;95-99;287
Hombres;Albacete;100 y más;39
Hombres;Ciudad Real;Total;243.572
Hombres;Ciudad Real;0-4;9.854
Hombres;Ciudad Real;5-9;11.638
Hombres;Ciudad Real;10-14;13.156
Hombres;Ciudad Real;15-19;12.916
Hombres;Ciudad Real;20-24;13.632
Hombres;Ciudad Real;25-29;14.664
Hombres;Ciudad Real;30-34;15.051
Hombres;Ciudad Real;35-39;16.700
Hombres;Ciudad Real;40-44;18.980
Hombres;Ciudad Real;45-49;18.804
Hombres;Ciudad Real;50-54;19.271
Hombres;Ciudad Real;55-59;19.194
Hombres;Ciudad Real;60-64;16.403
Hombres;Ciudad Real;65-69;12.195
Hombres;Ciudad Real;70-74;10.392
Hombres;Ciudad Real;75-79;7.928
Hombres;Ciudad Real;80-84;6.018
Hombres;Ciudad Real;85-89;4.437
Hombres;Ciudad Real;90-94;1.939
Hombres;Ciudad Real;95-99;365
Hombres;Ciudad Real;100 y más;35
Hombres;Cuenca;Total;98.014
Hombres;Cuenca;0-4;3.375
Hombres;Cuenca;5-9;4.084
Hombres;Cuenca;10-14;4.622
Hombres;Cuenca;15-19;4.795
Hombres;Cuenca;20-24;5.242
Hombres;Cuenca;25-29;5.468
Hombres;Cuenca;30-34;5.894
Hombres;Cuenca;35-39;6.218
Hombres;Cuenca;40-44;7.423
Hombres;Cuenca;45-49;7.438
Hombres;Cuenca;50-54;8.037
Hombres;Cuenca;55-59;8.089
Hombres;Cuenca;60-64;7.110
Hombres;Cuenca;65-69;5.123
Hombres;Cuenca;70-74;4.422
Hombres;Cuenca;75-79;3.586
Hombres;Cuenca;80-84;3.238
Hombres;Cuenca;85-89;2.526
Hombres;Cuenca;90-94;1.113
Hombres;Cuenca;95-99;189
Hombres;Cuenca;100 y más;22
Hombres;Guadalajara;Total;134.608
Hombres;Guadalajara;0-4;5.915
Hombres;Guadalajara;5-9;7.463
Hombres;Guadalajara;10-14;8.386
Hombres;Guadalajara;15-19;7.586
Hombres;Guadalajara;20-24;7.009
Hombres;Guadalajara;25-29;6.982
Hombres;Guadalajara;30-34;7.937
Hombres;Guadalajara;35-39;9.753
Hombres;Guadalajara;40-44;12.597
Hombres;Guadalajara;45-49;12.518
Hombres;Guadalajara;50-54;11.037
Hombres;Guadalajara;55-59;9.705
Hombres;Guadalajara;60-64;8.009
Hombres;Guadalajara;65-69;5.862
Hombres;Guadalajara;70-74;4.701
Hombres;Guadalajara;75-79;3.512
Hombres;Guadalajara;80-84;2.368
Hombres;Guadalajara;85-89;2.052
Hombres;Guadalajara;90-94;938
Hombres;Guadalajara;95-99;244
Hombres;Guadalajara;100 y más;34
Hombres;Toledo;Total;356.132
Hombres;Toledo;0-4;15.836
Hombres;Toledo;5-9;19.919
Hombres;Toledo;10-14;21.900
Hombres;Toledo;15-19;19.987
Hombres;Toledo;20-24;19.033
Hombres;Toledo;25-29;19.132
Hombres;Toledo;30-34;20.970
Hombres;Toledo;35-39;25.799
Hombres;Toledo;40-44;31.971
Hombres;Toledo;45-49;30.170
Hombres;Toledo;50-54;27.598
Hombres;Toledo;55-59;24.935
Hombres;Toledo;60-64;21.529
Hombres;Toledo;65-69;16.502
Hombres;Toledo;70-74;13.910
Hombres;Toledo;75-79;10.468
Hombres;Toledo;80-84;7.611
Hombres;Toledo;85-89;5.892
Hombres;Toledo;90-94;2.417
Hombres;Toledo;95-99;498
Hombres;Toledo;100 y más;55
Hombres;CATALUÑA;Total;3.816.747
Hombres;CATALUÑA;0-4;164.905
Hombres;CATALUÑA;5-9;199.302
Hombres;CATALUÑA;10-14;221.268
Hombres;CATALUÑA;15-19;212.204
Hombres;CATALUÑA;20-24;207.894
Hombres;CATALUÑA;25-29;221.617
Hombres;CATALUÑA;30-34;236.973
Hombres;CATALUÑA;35-39;271.180
Hombres;CATALUÑA;40-44;334.620
Hombres;CATALUÑA;45-49;335.690
Hombres;CATALUÑA;50-54;295.930
Hombres;CATALUÑA;55-59;258.461
Hombres;CATALUÑA;60-64;221.670
Hombres;CATALUÑA;65-69;184.188
Hombres;CATALUÑA;70-74;161.176
Hombres;CATALUÑA;75-79;123.479
Hombres;CATALUÑA;80-84;83.041
Hombres;CATALUÑA;85-89;56.569
Hombres;CATALUÑA;90-94;21.749
Hombres;CATALUÑA;95-99;4.329
Hombres;CATALUÑA;100 y más;502
Hombres;Barcelona;Total;2.789.679
Hombres;Barcelona;0-4;120.007
Hombres;Barcelona;5-9;144.533
Hombres;Barcelona;10-14;160.699
Hombres;Barcelona;15-19;154.681
Hombres;Barcelona;20-24;152.671
Hombres;Barcelona;25-29;165.165
Hombres;Barcelona;30-34;177.813
Hombres;Barcelona;35-39;200.163
Hombres;Barcelona;40-44;244.019
Hombres;Barcelona;45-49;246.974
Hombres;Barcelona;50-54;215.831
Hombres;Barcelona;55-59;186.498
Hombres;Barcelona;60-64;159.298
Hombres;Barcelona;65-69;131.870
Hombres;Barcelona;70-74;116.885
Hombres;Barcelona;75-79;90.912
Hombres;Barcelona;80-84;61.579
Hombres;Barcelona;85-89;41.224
Hombres;Barcelona;90-94;15.464
Hombres;Barcelona;95-99;3.063
Hombres;Barcelona;100 y más;330
Hombres;Girona;Total;392.976
Hombres;Girona;0-4;17.743
Hombres;Girona;5-9;21.430
Hombres;Girona;10-14;23.542
Hombres;Girona;15-19;22.203
Hombres;Girona;20-24;21.799
Hombres;Girona;25-29;22.474
Hombres;Girona;30-34;23.005
Hombres;Girona;35-39;27.237
Hombres;Girona;40-44;34.428
Hombres;Girona;45-49;33.514
Hombres;Girona;50-54;30.283
Hombres;Girona;55-59;27.457
Hombres;Girona;60-64;23.578
Hombres;Girona;65-69;19.946
Hombres;Girona;70-74;16.574
Hombres;Girona;75-79;11.940
Hombres;Girona;80-84;7.759
Hombres;Girona;85-89;5.436
Hombres;Girona;90-94;2.162
Hombres;Girona;95-99;402
Hombres;Girona;100 y más;64
Hombres;Lleida;Total;223.853
Hombres;Lleida;0-4;9.343
Hombres;Lleida;5-9;11.308
Hombres;Lleida;10-14;12.505
Hombres;Lleida;15-19;11.973
Hombres;Lleida;20-24;12.060
Hombres;Lleida;25-29;12.443
Hombres;Lleida;30-34;13.098
Hombres;Lleida;35-39;15.570
Hombres;Lleida;40-44;19.798
Hombres;Lleida;45-49;19.468
Hombres;Lleida;50-54;17.859
Hombres;Lleida;55-59;16.336
Hombres;Lleida;60-64;13.930
Hombres;Lleida;65-69;11.125
Hombres;Lleida;70-74;9.212
Hombres;Lleida;75-79;7.073
Hombres;Lleida;80-84;4.732
Hombres;Lleida;85-89;3.881
Hombres;Lleida;90-94;1.727
Hombres;Lleida;95-99;371
Hombres;Lleida;100 y más;41
Hombres;Tarragona;Total;410.239
Hombres;Tarragona;0-4;17.812
Hombres;Tarragona;5-9;22.031
Hombres;Tarragona;10-14;24.522
Hombres;Tarragona;15-19;23.347
Hombres;Tarragona;20-24;21.364
Hombres;Tarragona;25-29;21.535
Hombres;Tarragona;30-34;23.057
Hombres;Tarragona;35-39;28.210
Hombres;Tarragona;40-44;36.375
Hombres;Tarragona;45-49;35.734
Hombres;Tarragona;50-54;31.957
Hombres;Tarragona;55-59;28.170
Hombres;Tarragona;60-64;24.864
Hombres;Tarragona;65-69;21.247
Hombres;Tarragona;70-74;18.505
Hombres;Tarragona;75-79;13.554
Hombres;Tarragona;80-84;8.971
Hombres;Tarragona;85-89;6.028
Hombres;Tarragona;90-94;2.396
Hombres;Tarragona;95-99;493
Hombres;Tarragona;100 y más;67
Hombres;COMUNITAT VALENCIANA;Total;2.487.325
Hombres;COMUNITAT VALENCIANA;0-4;101.708
Hombres;COMUNITAT VALENCIANA;5-9;125.227
Hombres;COMUNITAT VALENCIANA;10-14;142.662
Hombres;COMUNITAT VALENCIANA;15-19;135.109
Hombres;COMUNITAT VALENCIANA;20-24;129.561
Hombres;COMUNITAT VALENCIANA;25-29;133.996
Hombres;COMUNITAT VALENCIANA;30-34;143.770
Hombres;COMUNITAT VALENCIANA;35-39;170.698
Hombres;COMUNITAT VALENCIANA;40-44;216.079
Hombres;COMUNITAT VALENCIANA;45-49;215.898
Hombres;COMUNITAT VALENCIANA;50-54;199.992
Hombres;COMUNITAT VALENCIANA;55-59;180.065
Hombres;COMUNITAT VALENCIANA;60-64;156.296
Hombres;COMUNITAT VALENCIANA;65-69;129.590
Hombres;COMUNITAT VALENCIANA;70-74;112.859
Hombres;COMUNITAT VALENCIANA;75-79;85.377
Hombres;COMUNITAT VALENCIANA;80-84;58.021
Hombres;COMUNITAT VALENCIANA;85-89;35.129
Hombres;COMUNITAT VALENCIANA;90-94;12.529
Hombres;COMUNITAT VALENCIANA;95-99;2.390
Hombres;COMUNITAT VALENCIANA;100 y más;369
Hombres;Alicante/Alacant;Total;930.659
Hombres;Alicante/Alacant;0-4;38.038
Hombres;Alicante/Alacant;5-9;46.166
Hombres;Alicante/Alacant;10-14;52.630
Hombres;Alicante/Alacant;15-19;50.230
Hombres;Alicante/Alacant;20-24;48.165
Hombres;Alicante/Alacant;25-29;49.893
Hombres;Alicante/Alacant;30-34;54.357
Hombres;Alicante/Alacant;35-39;63.458
Hombres;Alicante/Alacant;40-44;78.633
Hombres;Alicante/Alacant;45-49;78.784
Hombres;Alicante/Alacant;50-54;73.452
Hombres;Alicante/Alacant;55-59;67.545
Hombres;Alicante/Alacant;60-64;59.000
Hombres;Alicante/Alacant;65-69;50.719
Hombres;Alicante/Alacant;70-74;44.938
Hombres;Alicante/Alacant;75-79;33.877
Hombres;Alicante/Alacant;80-84;22.399
Hombres;Alicante/Alacant;85-89;12.865
Hombres;Alicante/Alacant;90-94;4.470
Hombres;Alicante/Alacant;95-99;882
Hombres;Alicante/Alacant;100 y más;158
Hombres;Castellón/Castelló;Total;291.383
Hombres;Castellón/Castelló;0-4;12.184
Hombres;Castellón/Castelló;5-9;14.902
Hombres;Castellón/Castelló;10-14;16.828
Hombres;Castellón/Castelló;15-19;15.536
Hombres;Castellón/Castelló;20-24;14.861
Hombres;Castellón/Castelló;25-29;15.132
Hombres;Castellón/Castelló;30-34;16.306
Hombres;Castellón/Castelló;35-39;19.697
Hombres;Castellón/Castelló;40-44;25.744
Hombres;Castellón/Castelló;45-49;25.477
Hombres;Castellón/Castelló;50-54;23.910
Hombres;Castellón/Castelló;55-59;21.086
Hombres;Castellón/Castelló;60-64;18.415
Hombres;Castellón/Castelló;65-69;14.844
Hombres;Castellón/Castelló;70-74;13.127
Hombres;Castellón/Castelló;75-79;9.921
Hombres;Castellón/Castelló;80-84;6.719
Hombres;Castellón/Castelló;85-89;4.619
Hombres;Castellón/Castelló;90-94;1.683
Hombres;Castellón/Castelló;95-99;346
Hombres;Castellón/Castelló;100 y más;46
Hombres;Valencia/València;Total;1.265.283
Hombres;Valencia/València;0-4;51.486
Hombres;Valencia/València;5-9;64.159
Hombres;Valencia/València;10-14;73.204
Hombres;Valencia/València;15-19;69.343
Hombres;Valencia/València;20-24;66.535
Hombres;Valencia/València;25-29;68.971
Hombres;Valencia/València;30-34;73.107
Hombres;Valencia/València;35-39;87.543
Hombres;Valencia/València;40-44;111.702
Hombres;Valencia/València;45-49;111.637
Hombres;Valencia/València;50-54;102.630
Hombres;Valencia/València;55-59;91.434
Hombres;Valencia/València;60-64;78.881
Hombres;Valencia/València;65-69;64.027
Hombres;Valencia/València;70-74;54.794
Hombres;Valencia/València;75-79;41.579
Hombres;Valencia/València;80-84;28.903
Hombres;Valencia/València;85-89;17.645
Hombres;Valencia/València;90-94;6.376
Hombres;Valencia/València;95-99;1.162
Hombres;Valencia/València;100 y más;165
Hombres;EXTREMADURA;Total;523.612
Hombres;EXTREMADURA;0-4;20.259
Hombres;EXTREMADURA;5-9;24.041
Hombres;EXTREMADURA;10-14;27.306
Hombres;EXTREMADURA;15-19;26.835
Hombres;EXTREMADURA;20-24;27.791
Hombres;EXTREMADURA;25-29;29.437
Hombres;EXTREMADURA;30-34;31.890
Hombres;EXTREMADURA;35-39;34.810
Hombres;EXTREMADURA;40-44;39.017
Hombres;EXTREMADURA;45-49;40.907
Hombres;EXTREMADURA;50-54;41.893
Hombres;EXTREMADURA;55-59;42.803
Hombres;EXTREMADURA;60-64;37.570
Hombres;EXTREMADURA;65-69;28.841
Hombres;EXTREMADURA;70-74;23.182
Hombres;EXTREMADURA;75-79;18.639
Hombres;EXTREMADURA;80-84;13.557
Hombres;EXTREMADURA;85-89;10.302
Hombres;EXTREMADURA;90-94;3.654
Hombres;EXTREMADURA;95-99;771
Hombres;EXTREMADURA;100 y más;107
Hombres;Badajoz;Total;330.926
Hombres;Badajoz;0-4;13.789
Hombres;Badajoz;5-9;16.014
Hombres;Badajoz;10-14;18.129
Hombres;Badajoz;15-19;17.478
Hombres;Badajoz;20-24;18.128
Hombres;Badajoz;25-29;19.354
Hombres;Badajoz;30-34;20.852
Hombres;Badajoz;35-39;22.397
Hombres;Badajoz;40-44;24.941
Hombres;Badajoz;45-49;26.328
Hombres;Badajoz;50-54;26.177
Hombres;Badajoz;55-59;26.282
Hombres;Badajoz;60-64;22.453
Hombres;Badajoz;65-69;17.194
Hombres;Badajoz;70-74;14.156
Hombres;Badajoz;75-79;11.272
Hombres;Badajoz;80-84;7.813
Hombres;Badajoz;85-89;5.777
Hombres;Badajoz;90-94;1.980
Hombres;Badajoz;95-99;376
Hombres;Badajoz;100 y más;36
Hombres;Cáceres;Total;192.686
Hombres;Cáceres;0-4;6.470
Hombres;Cáceres;5-9;8.027
Hombres;Cáceres;10-14;9.177
Hombres;Cáceres;15-19;9.357
Hombres;Cáceres;20-24;9.663
Hombres;Cáceres;25-29;10.083
Hombres;Cáceres;30-34;11.038
Hombres;Cáceres;35-39;12.413
Hombres;Cáceres;40-44;14.076
Hombres;Cáceres;45-49;14.579
Hombres;Cáceres;50-54;15.716
Hombres;Cáceres;55-59;16.521
Hombres;Cáceres;60-64;15.117
Hombres;Cáceres;65-69;11.647
Hombres;Cáceres;70-74;9.026
Hombres;Cáceres;75-79;7.367
Hombres;Cáceres;80-84;5.744
Hombres;Cáceres;85-89;4.525
Hombres;Cáceres;90-94;1.674
Hombres;Cáceres;95-99;395
Hombres;Cáceres;100 y más;71
Hombres;GALICIA;Total;1.296.602
Hombres;GALICIA;0-4;44.698
Hombres;GALICIA;5-9;54.752
Hombres;GALICIA;10-14;60.364
Hombres;GALICIA;15-19;57.522
Hombres;GALICIA;20-24;56.184
Hombres;GALICIA;25-29;60.844
Hombres;GALICIA;30-34;68.518
Hombres;GALICIA;35-39;86.558
Hombres;GALICIA;40-44;110.106
Hombres;GALICIA;45-49;110.285
Hombres;GALICIA;50-54;103.603
Hombres;GALICIA;55-59;95.651
Hombres;GALICIA;60-64;90.207
Hombres;GALICIA;65-69;78.765
Hombres;GALICIA;70-74;72.641
Hombres;GALICIA;75-79;59.466
Hombres;GALICIA;80-84;40.595
Hombres;GALICIA;85-89;30.968
Hombres;GALICIA;90-94;11.884
Hombres;GALICIA;95-99;2.522
Hombres;GALICIA;100 y más;469
Hombres;Coruña, A;Total;536.706
Hombres;Coruña, A;0-4;18.981
Hombres;Coruña, A;5-9;23.369
Hombres;Coruña, A;10-14;25.438
Hombres;Coruña, A;15-19;23.855
Hombres;Coruña, A;20-24;23.114
Hombres;Coruña, A;25-29;24.703
Hombres;Coruña, A;30-34;28.262
Hombres;Coruña, A;35-39;36.320
Hombres;Coruña, A;40-44;46.360
Hombres;Coruña, A;45-49;46.592
Hombres;Coruña, A;50-54;42.740
Hombres;Coruña, A;55-59;39.806
Hombres;Coruña, A;60-64;37.191
Hombres;Coruña, A;65-69;32.355
Hombres;Coruña, A;70-74;29.710
Hombres;Coruña, A;75-79;24.285
Hombres;Coruña, A;80-84;16.229
Hombres;Coruña, A;85-89;12.029
Hombres;Coruña, A;90-94;4.404
Hombres;Coruña, A;95-99;834
Hombres;Coruña, A;100 y más;129
Hombres;Lugo;Total;157.826
Hombres;Lugo;0-4;4.886
Hombres;Lugo;5-9;5.737
Hombres;Lugo;10-14;5.909
Hombres;Lugo;15-19;5.800
Hombres;Lugo;20-24;6.096
Hombres;Lugo;25-29;7.042
Hombres;Lugo;30-34;8.297
Hombres;Lugo;35-39;10.275
Hombres;Lugo;40-44;12.278
Hombres;Lugo;45-49;12.039
Hombres;Lugo;50-54;12.211
Hombres;Lugo;55-59;12.461
Hombres;Lugo;60-64;12.202
Hombres;Lugo;65-69;10.714
Hombres;Lugo;70-74;9.359
Hombres;Lugo;75-79;8.065
Hombres;Lugo;80-84;6.255
Hombres;Lugo;85-89;5.291
Hombres;Lugo;90-94;2.314
Hombres;Lugo;95-99;516
Hombres;Lugo;100 y más;79
Hombres;Ourense;Total;146.326
Hombres;Ourense;0-4;4.275
Hombres;Ourense;5-9;5.220
Hombres;Ourense;10-14;5.762
Hombres;Ourense;15-19;5.578
Hombres;Ourense;20-24;5.826
Hombres;Ourense;25-29;6.566
Hombres;Ourense;30-34;7.232
Hombres;Ourense;35-39;8.966
Hombres;Ourense;40-44;10.914
Hombres;Ourense;45-49;11.001
Hombres;Ourense;50-54;11.301
Hombres;Ourense;55-59;10.922
Hombres;Ourense;60-64;10.799
Hombres;Ourense;65-69;9.856
Hombres;Ourense;70-74;9.644
Hombres;Ourense;75-79;8.491
